id_atto;tool;source_format;source_file;order;page;label_raw;role_norm;text;bbox;procedural_stop_pos;stop_detected;marker_detected;is_noise
atto_1;opendataloader;json;atto_1.json;44;6;paragraph;text;Che la presente deliberazione è stata pubblicata, in DATA odierna, per 15 giorni consecutivi dal 18-062026 al 03-07-2026 al numero 387 nel sito web istituzionale di questo Comune accessibile al pubblico al portale www.comunediausonia.it (art. 32, comma 1, della legge 18 giugno 2009, n. 69).;[42.55, 323.391, 503.15, 357.561];;;;False
atto_1;opendataloader;json;atto_1.json;45;6;paragraph;text;Dalla Residenza Municipale, lì 18-06-2026;[42.55, 288.894, 230.43, 300.066];;;;False
atto_1;opendataloader;json;atto_1.json;46;6;heading;heading;IL Responsabile Procedimento Pubblicazione f.to Sig. Onofrio CORENO;[164.774, 254.397, 380.924, 277.068];;;;False
atto_1;opendataloader;json;atto_1.json;47;6;paragraph;text;______________________________;[189.427, 231.399, 356.267, 242.571];;;;False
atto_1;opendataloader;json;atto_1.json;48;6;paragraph;text;__________________________________________________________________________________ Copia conforme all'originale, in carta libera per uso amministrativo. Dalla Residenza Municipale, li 18-06-2026;[42.55, 139.407, 498.59, 196.575];;;;False
atto_1;opendataloader;json;atto_1.json;49;6;heading;heading;IL Segretario Comunale Dott. Erminio VERNILE;[266.402, 104.91, 378.642, 127.581];;;;False
atto_1;opendataloader;json;atto_1.json;50;6;paragraph;text;______________________________;[239.102, 81.912, 405.942, 93.084];;;;False
atto_10;opendataloader;json;atto_10.json;1;1;image;figure;nan;[58.05, 727.42, 103.9, 792.22];;;;True
atto_10;opendataloader;json;atto_10.json;2;1;paragraph;text; P.zza Asproni - 08021  0784 41 80 20 fax 0784 41 43 08;[56.664, 677.201, 139.279, 704.647];;;;False
atto_10;opendataloader;json;atto_10.json;3;1;heading;heading;DELIBERAZIONE DELLA GIUNTA COMUNALE;[116.9, 646.928, 478.091, 664.602];;;;False
atto_10;opendataloader;json;atto_10.json;4;1;table;table;[table 1x2];[42.12, 594.07, 570.12, 627.82];;;;True
atto_10;opendataloader;json;atto_10.json;5;1;caption;other;L'anno duemilaventisei, addì 04 del mese di Giugno alle ore 20:00 nella sala delle adunanze del Comune suddetto, convocata regolarmente la Giunta Municipale, si è la medesima riunita nelle persone seguenti:;[63.744, 559.54, 524.003, 580.66];;;;False
atto_10;opendataloader;json;atto_10.json;6;1;table;table;[table 5x4];[62.424, 452.69, 546.0, 547.75];;;;True
atto_10;opendataloader;json;atto_10.json;7;1;paragraph;text;"La verifica della regolarità della seduta, svolta secondo le modalità STABILITE nel decreto n. 2 del 05/05/2020, in base alla previsione dell'art. 73, del D.L: 17 marzo 2020, n. 18, è stata operata dal Segretario Comunale Dott. Zanzarella Vincenzo Presiede il Sig. Giuseppe Ciccolini nella sua qualità di Sindaco; Partecipa con funzioni consultive referenti e di assistenza e ne cura la relativa verbalizzazione il Segretario Comunale Dott. Zanzarella Vincenzo. Il Sindaco, constatato il numero legale degli intervenuti, dichiara aperta la riunione e li invita a DELIBERARE sull'oggetto sopraindicato.";[56.664, 371.6, 538.769, 439.16];;;;False
atto_10;opendataloader;json;atto_10.json;8;1;caption;other;LA GIUNTA COMUNALE ACQUISITI i pareri di cui all'articolo 49 del T.U. 267/00:;[56.664, 325.28, 342.783, 357.92];;;;False
atto_10;opendataloader;json;atto_10.json;9;1;table;table;[table 2x2];[56.28, 276.5, 566.28, 325.13];;;;True
atto_10;opendataloader;json;atto_10.json;10;1;table;table;[table 2x2];[56.28, 216.26, 566.4, 264.86];;;;True
atto_10;opendataloader;json;atto_10.json;11;2;paragraph;text;Il presente verbale viene approvato e sottoscritto come segue:;[56.664, 759.61, 298.195, 769.09];;;;False
atto_10;opendataloader;json;atto_10.json;12;2;paragraph;text;Il Sindaco (Sig. Giuseppe Ciccolini) Il Segretario Comunale (Dott. Zanzarella Vincenzo);[245.57, 693.85, 349.518, 749.77];;;;False
atto_10;opendataloader;json;atto_10.json;13;2;paragraph;text;Il sottoscritto Segretario comunale, VISTI gli atti d'ufficio,;[56.664, 645.01, 272.448, 654.49];;;;False
atto_10;opendataloader;json;atto_10.json;14;2;paragraph;text;ATTESTA che la presente deliberazione:;[56.664, 615.97, 314.63, 642.85];;;ATTESTA;False
atto_10;opendataloader;json;atto_10.json;15;2;paragraph;text; È stata affissa all'Albo Pretorio Comunale per quindici giorni consecutivi, dal 05/06/2026 al 20/06/2026 ai sensi dell'art.;[58.824, 598.54, 538.729, 608.904];;;;False
atto_10;opendataloader;json;atto_10.json;16;2;paragraph;text;"124, comma 1, D.Lgs. 267/2000 senza reclami;  È diventata esecutiva il giorno 04/06/2026";[58.824, 563.74, 256.504, 590.62];;;;False
atto_10;opendataloader;json;atto_10.json;17;2;paragraph;text;" Perché dichiarata immediatamente eseguibile (art 134, comma 4, D.Lgs. 267/2000);";[73.584, 546.34, 406.549, 557.232];;;;False
atto_10;opendataloader;json;atto_10.json;18;2;paragraph;text;" Perché decorsi 10 giorni dalla pubblicazione (art. 134, comma 3, D. Lgs. 267/2000);";[73.584, 528.94, 402.824, 539.832];;;;False
atto_10;opendataloader;json;atto_10.json;19;2;paragraph;text;Dalla residenza comunale, lì 05/06/2026 Il Segretario Comunale (Dott. Dott. Zanzarella Vincenzo);[56.664, 482.62, 434.468, 503.74];;;;False
atto_10;opendataloader;json;atto_10.json;20;3;paragraph;text;Oggetto. Concessione contributo Associazione Sinnos di Bitti per presentazione del libro Arvores - Chiarori di Marilena Rosu;[56.664, 748.066, 538.774, 770.615];;;;False
atto_10;opendataloader;json;atto_10.json;21;3;paragraph;text;LA GIUNTA;[269.45, 736.546, 325.704, 747.575];;;;False
atto_10;opendataloader;json;atto_10.json;22;3;paragraph;text;"VISTA la Deliberazione CC n. 3 del 13/03/2026 di approvazione del documento unico di programmazione (DUP) - periodo 2026-2028 discussione e conseguente deliberazione (art. 170, comma 1, del d.lgs. n. 267/2000);";[56.664, 702.106, 538.72, 724.535];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;23;3;paragraph;text;"VISTA la Deliberazione del Consiglio Comunale N. 4 DEL 13/03/2026 avente per oggetto APPROVAZIONE DEL BILANCIO DI PREVISIONE FINANZIARIO 2026-2028 (ART. 151 DEL D.LGS. N. 267/2000 E ART. 10, D.LGS. N. 118/2011);";[56.664, 656.026, 538.494, 690.095];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;24;3;paragraph;text;"VISTO il decreto legislativo 23/6/2011 n. 118, emanato in attuazione degli art. 1 e 2 della legge 5 maggio 2009 n. 42 recante ""Disposizioni in materia di armonizzazione dei sistemi contabili e degli schemi di bilancio delle regioni, degli enti locali e dei loro organismi"";";[56.664, 610.066, 538.061, 644.135];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;25;3;paragraph;text;"VISTO il decreto legislativo 18 agosto 2000, n. 267, come modificato e integrato dal D.Lgs. 10 agosto 2014, n. 126, dalla L. 23 dicembre 2014, n. 190 e dal D.L. 19 giugno 2015, n. 78, convertito, con modificazioni, dalla L. 6 agosto 2015, n. 125 e in particolare gli artt. 107, 163, 183, 185 e 191;";[56.664, 564.076, 538.078, 598.025];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;26;3;paragraph;text;"VISTA la Legge n. 241/1990, concernente ""Nuove norme in materia di procedimento amministrativo e di diritto di accesso ai documenti amministrativi"";";[56.664, 529.516, 537.986, 552.065];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;27;3;paragraph;text;"VISTO il D.P.R. del 28 dicembre 2000 n. 445, concernente ""Testo unico delle disposizioni legislative e regolamentari in materia di documentazione amministrativa"";";[56.664, 495.076, 537.899, 517.625];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;28;3;paragraph;text;"VISTA la richiesta presentata dall'Associazine Sinnos con sede a Bitti le cui generalità sono presenti in atti per la presentazione del libro di poesie Arvores - Chiarori di Mariateresa Rosu ;";[56.664, 460.516, 538.651, 483.065];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;29;3;paragraph;text;"RILEVATO che la giurisprudenza contabile, ormai consolidata, che ha VISTO il pronunciamento della Sezione di controllo per la Liguria 6/2011, 7/2011 11/2011, della Sezione Regionale di controllo per la Lombardia con Parere Esito n.1075/2010 n. 6/2011/PAR, PAR. n.89/2013, e PAR. n. 379/2013 della Sezione di Controllo per il Piemonte secondo le quali ""sono tutt'ora ammesse le contribuzioni a soggetti terzi per iniziative culturali, artistiche, sociali e di promozione turistica che mirano a realizzare gli interessi, economici e non, della collettività amministrata, ossia le finalità istituzionali dell'Ente"" e ancora viene chiarito che nel divieto di erogazione dei contributi "" risulta, invece, esclusa l'attività svolta in favore dei cittadini, "" id est"" della comunità amministrata, seppure quale esercizio - mediato di finalità istituzionali dell'Ente locale e dunque nell'interesse di quest'ultimo;";[56.664, 357.056, 538.581, 448.605];;;RILEVATO;False
atto_10;opendataloader;json;atto_10.json;30;3;paragraph;text;"VISTO l'articolo 3 della legge 13 agosto 2010, n. 136 (pubblicata sulla G.U. 23 agosto 2010, n. 196), come modificato dalla legge n. 217/2010 di conversione del decreto legge n. 187/2010, nell'articolo 6 della stessa legge n. 136 in tema di sanzioni, nonché nell'articolo 6 del decreto legge n. 187/2010, come modificato dalla legge n. 217/2010 che contiene la disciplina transitoria e alcune norme interpretative e di attuazione del predetto articolo 3 riguardate norme relative al ""Piano straordinario contro le mafie"" e riguardante le indicazioni ""Sulla tracciabilità dei flussi finanziari"",";[56.664, 288.026, 538.126, 345.045];;;VISTO;False
atto_10;opendataloader;json;atto_10.json;31;3;paragraph;text;"DATO ATTO che viene indicato che le uniche forme di contribuzione consentite da parte di Enti Pubblici sono a favore di Associazioni, fondazioni, società sportive, altri Enti pubblici, Scuole ecc e devono riguardare spese correnti ( es. gestione, organizzazione di manifestazioni, eventi, promozioni, iniziative sociali, culturali, turistiche, ricreative, sportive, ecc. ) e che per le liquidazioni di detti contributi devono essere assolti gli obblighi della tracciabilità ma non deve essere indicato il CIG;";[56.664, 219.026, 538.508, 276.015];;;DATO_ATTO;False
atto_10;opendataloader;json;atto_10.json;32;3;paragraph;text;"RITENUTO necessario provvedere in merito, concedendo un contributo pari a € 500,00 a sostegno della richiesta presentata dall'Associazine Sinnos con sede a Bitti le cui generalità sono presenti in atti per la presentazione del libro di poesie Arvores - Chiarori di Mariateresa Rosu;";[56.664, 173.066, 538.744, 207.015];;;RITENUTO;False
atto_10;opendataloader;json;atto_10.json;33;3;paragraph;text;"RITENUTO necessario demandare al responsabile del servizio Socio Culturale e al responsabile del servizio finanziario l'adozione degli atti consequenziali alla presente deliberazione, fra cui l'assunzione dell'impegno di spesa, negli interventi ove si trova la copertura per la realizzazione delle summenzionate iniziative cap. 1048/99;";[56.664, 126.966, 538.14, 161.055];;;RITENUTO;False
atto_10;opendataloader;json;atto_10.json;34;3;paragraph;text;"ACQUISITI i pareri di cui all'art. 49 del D.lgs. n.267/2000;";[56.664, 104.046, 284.035, 115.075];;;ACQUISITI_PARERI;False
atto_10;opendataloader;json;atto_10.json;35;3;heading;heading;DELIBERA;[259.25, 78.732, 335.967, 90.958];;DELIBERA;DELIBERA;False
atto_10;opendataloader;json;atto_10.json;36;4;paragraph;text;"Di approvare, per le motivazioni espresse in PREMESSA, la proposta presentata approvando e concedendo un contributo pari a € 500,00 all'Associazine Sinnos con sede a Bitti le cui generalità sono presenti in atti per la presentazione del libro di poesie Arvores - Chiarori di Mariateresa Rosu;";[74.664, 736.546, 538.743, 770.615];;;;False
atto_10;opendataloader;json;atto_10.json;37;4;paragraph;text;"Di demandare ai Responsabili del Servizi gli atti di natura gestionale conseguenti all'adozione della presente deliberazione;";[74.664, 702.106, 538.337, 724.535];;;;False
atto_10;opendataloader;json;atto_10.json;38;4;paragraph;text;Di dichiarare la presente deliberazione immediatamente eseguibile ai sensi della normativa;[74.664, 679.066, 442.631, 690.095];;;;False
atto_11;opendataloader;json;atto_11.json;1;1;heading;heading;COMUNE DI AUSONIA;[193.11, 771.752, 451.782, 798.33];;;;False
atto_11;opendataloader;json;atto_11.json;2;1;heading;heading;Provincia di Frosinone;[234.95, 751.054, 409.946, 770.988];;;;False
atto_11;opendataloader;json;atto_11.json;3;1;heading;heading;COPIA DI DELIBERAZIONE DELLA GIUNTA COMUNALE;[130.507, 665.96, 514.387, 681.464];;;;False
atto_11;opendataloader;json;atto_11.json;4;1;heading;heading;Verbale n. 40 del 08-06-2026;[219.726, 622.263, 425.176, 637.904];;;;False
atto_11;opendataloader;json;atto_11.json;5;1;heading;heading;OGGETTO: Approvazione programma R...ESTATE AD AUSONIA 2026.;[92.15, 594.665, 438.656, 608.071];;;;False
atto_11;opendataloader;json;atto_11.json;6;1;paragraph;text;L'anno duemilaventisei, il giorno otto del mese di giugno alle ore 13:00 e seg. in Ausonia e nella residenza municipale, nella sala delle adunanze, previa l'osservanza di tutte le formalità prescritte dalle vigenti leggi, sono stati oggi convocati in seduta i componenti della Giunta Comunale.;[92.15, 526.82, 552.746, 581.623];;;;False
atto_11;opendataloader;json;atto_11.json;7;1;paragraph;text;Fatto normale appello nominale, risultano:;[162.95, 499.222, 386.414, 512.628];;;;False
atto_11;opendataloader;json;atto_11.json;8;1;paragraph;text;CARDILLO Benedetto Sindaco PINCHERA Stefania Vice Sindaco STAGNO Gaetano Assessore;[95.65, 404.774, 359.57, 459.546];;;;False
atto_11;opendataloader;json;atto_11.json;9;1;table;table;[table 5x2];[439.2, 377.623, 553.1, 487.723];;;;True
atto_11;opendataloader;json;atto_11.json;10;1;paragraph;text;Totale;[408.157, 382.999, 435.947, 394.171];;;;False
atto_11;opendataloader;json;atto_11.json;11;1;paragraph;text;Assiste il Segretario Comunale Erminio VERNILE, il quale provvede alla redazione del presente verbale. Essendo legale il numero degli intervenuti, il Dott. Benedetto CARDILLO - Sindaco, assume la Presidenza e dichiara aperta la seduta per la trattazione dell'oggetto sopra indicato.;[92.15, 297.129, 552.746, 351.932];;;;False
atto_11;opendataloader;json;atto_11.json;12;1;paragraph;text;.;[92.15, 283.33, 95.486, 296.736];;;;False
atto_11;opendataloader;json;atto_11.json;13;2;heading;heading;LA GIUNTA COMUNALE;[201.853, 785.558, 343.849, 798.847];;;;False
atto_11;opendataloader;json;atto_11.json;14;2;paragraph;text;"PREMESSO che è intenzione dell'amministrazione comunale promuovere, come nelle annualità precedenti, un programma di iniziative ricreative e culturali da realizzare durante il periodo estivo;";[42.55, 730.375, 503.158, 771.381];;;PREMESSO;False
atto_11;opendataloader;json;atto_11.json;15;2;paragraph;text;"VISTO il programma delle suddette iniziative elaborato dall'amministrazione comunale da svolgersi dal 22 maggio al 29 settembre 2026, volto alla valorizzazione del territorio, alla conservazione dell'identità culturale della comunità locale ed al perpetuarsi di usi, costumi e tradizioni popolari anche tipicamente gastronomiche, in allegato alla presente deliberazione;";[42.55, 647.575, 503.158, 716.181];;;VISTO;False
atto_11;opendataloader;json;atto_11.json;16;2;paragraph;text;"CONSIDERATO che le attività previste rientrano nelle competenze dell'Ente Locale, svolte nell'interesse della collettività e finalizzate alla valorizzazione territoriale e culturale e allo sviluppo socio-economico locale;";[42.55, 592.375, 503.146, 633.381];;;CONSIDERATO;False
atto_11;opendataloader;json;atto_11.json;17;2;paragraph;text;"RITENUTO, pertanto, il suddetto programma meritevole di approvazione;";[42.55, 564.775, 414.058, 578.181];;;RITENUTO;False
atto_11;opendataloader;json;atto_11.json;18;2;paragraph;text;"RITENUTO necessario demandare al responsabile del settore amministrativo l'adozione degli atti gestionali necessari a dare esecuzione alla presente deliberazione, in particolare per l'affidamento delle forniture e dei servizi necessari alla realizzazione delle iniziative previste dal programma;";[42.55, 481.975, 503.17, 536.781];;;RITENUTO;False
atto_11;opendataloader;json;atto_11.json;19;2;paragraph;text;"VISTI i pareri favorevoli in ordine alla regolarità tecnica espressa dal Responsabile del Servizio interessato e contabile dal Responsabile di Ragioneria ai sensi dell'art. 49 del D. Lgs. 18/08/2000 n. 267;";[42.55, 426.775, 503.158, 467.781];;;VISTI_PARERI;False
atto_11;opendataloader;json;atto_11.json;20;2;paragraph;text;"VISTO il D. Lgs. n. 267/2000; All'unanimità dei voti resi in forma palese;";[42.55, 371.575, 263.302, 412.581];;;VISTO;False
atto_11;opendataloader;json;atto_11.json;21;2;heading;heading;DELIBERA;[242.184, 343.975, 303.516, 357.381];;DELIBERA;DELIBERA;False
atto_11;opendataloader;json;atto_11.json;22;2;list;list_item;nan;[63.85, 205.975, 503.158, 329.781];;;;False
atto_11;opendataloader;json;atto_11.json;23;2;paragraph;text;Con separata votazione, ad esito favorevole ed unanime, CONSIDERATA l'urgenza di dover provvedere in merito, la presente deliberazione viene dichiarata immediatamente eseguibile ai sensi dell'art. 134, comma 4, del D. Lgs. n. 267/2000.;[42.55, 139.275, 503.158, 180.281];;;;False
atto_11;opendataloader;json;atto_11.json;24;3;paragraph;text;Letto, confermato e sottoscritto.;[92.15, 763.353, 232.22, 774.525];;;;True
atto_11;opendataloader;json;atto_11.json;25;3;heading;heading;IL Sindaco IL Segretario Comunale f.to Dott. Benedetto CARDILLO;[135.12, 728.856, 496.417, 751.527];;;;False
atto_11;opendataloader;json;atto_11.json;26;3;paragraph;text;f.to Dott. Erminio VERNILE ______________________________;[356.877, 705.858, 523.717, 740.028];;;;False
atto_11;opendataloader;json;atto_11.json;27;3;paragraph;text;______________________________;[121.177, 705.858, 288.017, 717.03];;;;False
atto_11;opendataloader;json;atto_11.json;28;3;paragraph;text;Il sottoscritto Segretario Comunale, VISTI gli atti di ufficio:;[127.55, 646.863, 374.87, 658.035];;;;False
atto_11;opendataloader;json;atto_11.json;29;3;paragraph;text;ATTESTA Che la presente deliberazione:;[92.15, 600.867, 345.506, 635.037];;;ATTESTA;False
atto_11;opendataloader;json;atto_11.json;30;3;paragraph;text; viene dichiarata immediatamente eseguibile (art. 134, 4° comma del D. Lvo 267/2000);[92.15, 566.37, 494.32, 577.542];;;;False
atto_11;opendataloader;json;atto_11.json;31;3;paragraph;text; è divenuta esecutiva il 08-06-2026;[92.15, 543.372, 265.77, 554.544];;;;False
atto_11;opendataloader;json;atto_11.json;32;3;paragraph;text; viene comunicata in elenco ai Capigruppo Consiliari (art. 125);[92.15, 508.875, 386.37, 520.047];;;;False
atto_11;opendataloader;json;atto_11.json;33;3;paragraph;text;IL Segretario Comunale f.to Dott. Erminio VERNILE;[262.431, 474.378, 382.471, 497.049];;;;False
atto_11;opendataloader;json;atto_11.json;34;3;paragraph;text;______________________________;[239.027, 451.38, 405.867, 462.552];;;;False
atto_11;opendataloader;json;atto_11.json;35;3;paragraph;text;Il sottoscritto responsabile del servizio delle pubblicazioni ATTESTA;[92.15, 369.387, 345.06, 403.557];;;;False
atto_11;opendataloader;json;atto_11.json;36;3;paragraph;text;Che la presente deliberazione è stata pubblicata, in DATA odierna, per 15 giorni consecutivi dal 09-062026 al 24-06-2026 al numero 357 nel sito web istituzionale di questo Comune accessibile al pubblico al portale www.comunediausonia.it (art. 32, comma 1, della legge 18 giugno 2009, n. 69).;[92.15, 323.391, 552.75, 357.561];;;;False
atto_11;opendataloader;json;atto_11.json;37;3;paragraph;text;Dalla Residenza Municipale, lì 09-06-2026;[92.15, 288.894, 280.03, 300.066];;;;False
atto_11;opendataloader;json;atto_11.json;38;3;heading;heading;IL Responsabile Procedimento Pubblicazione f.to Sig. Onofrio CORENO;[214.374, 254.397, 430.524, 277.068];;;;False
atto_11;opendataloader;json;atto_11.json;39;3;paragraph;text;______________________________;[239.027, 231.399, 405.867, 242.571];;;;False
